Accession, 129C  Sample  BR1, 129C  Sample  BR1, 129C  Sample  BR1, 131  Sample  BR1, 131  Sample  BR1
XP_011516701.1,4.676202693,4.953389575,4.340001568,5.006612709,5.006612709
XP_011516706.1,4.90617654,3.932384822,5.461992093,3.686940019,3.686940019
XP_011516714.1,3.970886332,4.213613281,3.007426229,4.190017552,4.190017552
XP_011516715.1,7.128184708,6.91968307,6.794603269,6.814321245,6.814321245
XP_011516802.1,6.507956659,5.7753285,6.560877757,5.813697161,5.813697161
XP_011516851.1,3.235708464,4.011183596,3.171401965,3.941224163,3.941224163
XP_011516911.1,9.705776504,9.198530663,10.08878637,9.170075359,9.170075359
XP_011516993.1,1.480262536,3.993563489,0.05989365,3.870971966,3.870971966
XP_011517123.1,2.782961159,2.663284415,3.195053233,2.844167908,2.844167908
XP_011517136.1,4.781687031,4.358727782,4.848728484,4.493515822,4.493515822
XP_011517184.1,0.866102394,3.336027567,1.776100684,3.209632496,3.209632496
XP_011517227.1,3.325184226,3.127619829,3.807127579,3.408778059,3.408778059
XP_011517254.1,2.84380972,0,2.381821744,0,0
XP_011517279.1,4.760629164,5.616347319,4.77217498,5.369457829,5.369457829
XP_011517288.1,4.526026953,5.23228661,4.565421683,5.067910099,5.067910099
XP_011517307.1,3.461924285,4.036434692,3.64485615,3.852942068,3.852942068
XP_011517314.1,2.660760856,1.460569479,2.64485615,1.92836747,1.92836747
XP_011517485.1,5.374531047,5.158256075,5.235532302,5.116894133,5.116894133
XP_011517548.1,6.484106064,6.396191793,6.486158404,6.290621494,6.290621494
XP_011517567.1,2.877598033,4.17528871,3.776100684,3.442325552,3.442325552
XP_011517595.1,2.148245623,3.00666562,2.556319476,2.680747403,2.680747403
XP_011517737.1,3.700139359,3.605403499,2.91075021,3.433253326,3.433253326
XP_011517817.1,3.642908253,4.968637434,3.098028778,4.902774724,4.902774724
XP_011517906.1,-1.176849751,3.193643257,0,2.99271169,2.99271169
XP_011518037.1,4.672632684,0,5.030615857,0,0
XP_011518047.1,7.397088684,7.679508438,7.333356255,7.714281868,7.714281868
XP_011518154.1,6.011018906,6.383640772,6.15189565,6.468887807,6.468887807
XP_011518252.1,3.256403215,2.874635008,3.768238566,2.892251509,2.892251509
XP_011518282.1,4.572153995,4.14682849,4.466857848,4.357404029,4.357404029
XP_011518456.1,5.014711164,4.657870919,4.699621953,4.461151021,4.461151021
XP_011518486.1,3.026162043,0,2.760333368,0,0
XP_011518506.1,0,2.967817333,0,2.769927126,2.769927126
XP_011518561.1,8.695241592,8.46607304,8.889616385,8.402427794,8.402427794
XP_011518575.1,4.16358731,5.251956946,4.280444724,5.174027562,5.174027562
XP_011518601.1,5.837078722,5.333058621,5.867248571,5.104020706,5.104020706
XP_011518702.1,4.108552468,5.802720798,4.066319919,5.663025121,5.663025121
XP_011518907.1,-0.514719389,3.212228958,0,3.044128487,3.044128487
XP_011519052.1,5.182827416,5.215456981,5.500466241,5.054026463,5.054026463
XP_011519105.1,0,1.449645829,0,1.83566798,1.83566798
XP_011519220.1,3.26153085,2.658548718,3.033898441,2.478054496,2.478054496
XP_011519299.1,5.915965461,6.164413401,5.442363286,6.089863449,6.089863449
XP_011519397.1,3.057665045,3.425159314,2.610090732,3.117163922,3.117163922
XP_011519406.1,5.452346721,6.158375886,5.12598284,6.021029998,6.021029998
XP_011519666.1,2.19646957,2.483702444,1.110519722,1.441463984,1.441463984
XP_011519705.1,2.500230952,3.467548398,0.837501228,3.409659362,3.409659362
XP_011519989.1,4.758817221,4.879149122,4.814781152,4.881015632,4.881015632
XP_011520054.2,3.101625237,2.909219845,2.807127579,3.061055099,3.061055099
XP_011520059.1,5.247385767,5.474974796,5.337347115,5.619695999,5.619695999
XP_011520297.1,5.841243407,6.082179305,5.180316689,6.142632755,6.142632755
XP_011520428.1,2.336335548,2.079334687,1.896394917,2.067770526,2.067770526
XP_011520470.1,1.664083763,0,1.252538727,0,0
XP_011520653.1,1.334946338,3.069684517,1.159429323,3.204055386,3.204055386
XP_011520726.1,4.170613436,3.450820185,4.376660039,3.363557227,3.363557227
XP_011520765.1,2.912477038,3.609265198,1.952978446,3.32717129,3.32717129
XP_011520823.1,2.554954138,0.920001097,2.807127579,0.602744892,0.602744892
XP_011520940.2,2.0105839,2.327954741,2.318627918,2.321094807,2.321094807
XP_011520946.1,6.914454846,6.100752072,6.532149308,6.361395204,6.361395204
XP_011521015.1,4.427143345,4.075279323,4.623226134,4.035304636,4.035304636
XP_011521077.1,4.642346784,4.751223944,4.787814104,4.619410345,4.619410345
XP_011521119.1,4.824883216,5.744535942,5.040441287,5.704552253,5.704552253
XP_011521245.1,2.512572302,3.917454915,3.147356491,3.852293957,3.852293957
XP_011521262.1,3.901257059,4.131042594,3.728272158,4.223982778,4.223982778
XP_011521281.1,3.805203569,2.964532257,3.318627918,2.695276177,2.695276177
XP_011521284.1,4.759335152,4.56132243,4.583455605,4.830576786,4.830576786
XP_011521349.1,3.783470496,4.911211929,4.027325787,4.79392013,4.79392013
XP_011521388.1,4.043701324,3.092937989,3.903590419,2.834355843,2.834355843
XP_011521417.1,0.304040296,0.940210385,0.896394917,0.692382103,0.692382103
XP_011521470.1,2.668502434,1.147552916,2.881895347,1.065535522,1.065535522
XP_011521615.1,5.175084502,4.986022785,4.587929082,4.9315924,4.9315924
XP_011521623.1,1.694733976,2.59552682,3.263765983,2.396827456,2.396827456
XP_011521707.1,1.989547877,0.915471439,2.361063184,0.723902018,0.723902018
XP_011521771.1,1.176442515,1.739579596,1.610090732,1.818516397,1.818516397
XP_011521786.1,6.223935873,6.219252187,6.303747668,6.161002058,6.161002058
XP_011521840.1,10.3152015,10.49539512,10.1078939,10.51480256,10.51480256
XP_011521873.1,4.009713496,3.225555428,3.252538727,3.770613306,3.770613306
XP_011521876.1,6.418233503,6.832683995,6.064716033,6.865803381,6.865803381
XP_011521908.1,4.185720329,1.537753533,4.551746745,2.339710485,2.339710485
XP_011522035.1,7.507995183,7.287693132,7.685080628,7.550013421,7.550013421
XP_011522063.1,0.1291368,3.154296745,1.206735038,3.084423597,3.084423597
XP_011522156.1,4.461287755,4.614689199,4.640556013,4.576693633,4.576693633
XP_011522160.1,4.110583575,2.125170015,3.932018827,1.973171504,1.973171504
XP_011522182.1,7.414415706,8.185406717,7.251834115,8.218303796,8.218303796
XP_011522183.1,3.627671355,0,3.874590546,0,0
XP_011522203.1,5.883549263,7.004834471,6.030615857,6.920853115,6.920853115
XP_011522212.1,5.95898636,6.242550909,5.722180545,6.116826678,6.116826678
XP_011522362.1,5.194938858,5.09431634,4.91075021,5.283367386,5.283367386
XP_011522385.1,5.03367442,4.787618746,4.837501228,4.584129213,4.584129213
XP_011522591.1,1.151405964,2.974909438,0,3.053180721,3.053180721
XP_011522857.1,4.395506919,3.440216417,4.302387276,3.369457829,3.369457829
XP_011522858.1,8.185503561,8.060995097,8.086614681,8.078876591,8.078876591
XP_011522859.1,6.561576625,7.113538044,6.3792432,7.208081942,7.208081942
XP_011522899.1,0,1.757406593,0,1.70822814,1.70822814
XP_011522986.1,5.352902563,5.085648461,4.810959441,5.075427053,5.075427053
XP_011523005.1,7.111598057,7.1076867,7.080675212,7.022759071,7.022759071
XP_011523133.1,2.359749728,3.768751566,3.601266881,3.692382104,3.692382104
XP_011523281.1,5.608108605,6.19446141,5.528663133,6.242835299,6.242835299
XP_011523301.1,3.256403215,2.115328946,3.402285847,2.401265156,2.401265156
XP_011523355.1,2.422572684,0,1.461992093,0,0
XP_011523362.1,4.271368687,5.796036841,3.64485615,5.611101682,5.611101682
XP_011523401.1,7.885567101,7.589830286,8.031026588,7.727595256,7.727595256
XP_011523408.1,0,3.117302538,0,3.273476787,3.273476787
XP_011523438.1,2.551369801,2.231034024,0.711970346,2.482249599,2.482249599
XP_011523564.1,1.803195643,1.909789293,1.059893649,1.24808001,1.24808001
XP_011523571.1,3.480262535,2.98791166,3.500466241,2.686576482,2.686576482
XP_011523628.1,4.943573289,5.009324966,5.226953317,4.790202713,4.790202713
XP_011523673.1,1.27245765,2.99972829,0.159429323,2.852618049,2.852618049
XP_011523684.1,0.495264698,3.35329547,0,3.155496082,3.155496082
XP_011523928.1,4.828836485,2.801647307,4.407356837,2.828436411,2.828436411
XP_011523944.1,7.313725669,7.120350128,7.671445458,7.132992813,7.132992813
XP_011524053.1,5.816570808,7.138137256,5.452211072,6.969029739,6.969029739
XP_011524074.1,6.05059429,4.700949611,6.067922023,4.586664192,4.586664192
XP_011524077.1,3.508880969,5.061763919,4.381821744,4.948368113,4.948368113
XP_011524266.1,1.157705952,1.552415194,0,1.443186605,1.443186605
XP_011524350.1,4.587693793,5.195162314,4.334687769,5.42314208,5.42314208
XP_011524370.1,2.794125228,1.999193265,3.171401965,2.048661703,2.048661703
XP_011524424.1,-0.576119934,1.471411038,0,1.692382104,1.692382104
XP_011524671.1,4.234963848,3.505340428,4.490943467,3.544958616,3.544958616
XP_011524717.1,3.070243111,4.015422923,3.402285847,4.025276927,4.025276927
XP_011524858.1,6.533086164,7.412708201,6.556319476,7.347003755,7.347003755
XP_011524916.1,3.24978365,3.974909438,2.881895347,3.802165567,3.802165567
XP_011524962.1,-0.629361955,2.981966851,0,3.109048234,3.109048234
XP_011525359.1,0.470173718,3.174341127,0,3.254961703,3.254961703
XP_011525417.1,3.206379799,3.143200892,2.678803482,3.06329705,3.06329705
XP_011525455.1,-1.309604961,3.525544476,0,3.552958054,3.552958054
XP_011525462.1,2.439476921,2.104425668,2.64485615,2.33785969,2.33785969
XP_011525496.1,5.93797945,6.0971316,6.099596073,5.94814066,5.94814066
XP_011525598.2,0,2.99275744,0,2.797122936,2.797122936
XP_011525602.1,5.800555991,6.056759235,5.770208115,6.117635931,6.117635931
XP_011525655.1,0.86994446,1.230122368,0,1.383431863,1.383431863
XP_011525678.1,2.145078344,5.63161683,1.500466241,5.507578901,5.507578901
XP_011525773.1,1.659651517,1.316834001,1.340001568,1.23620591,1.23620591
XP_011525833.1,4.027022583,1.620788662,4.129055674,1.322967222,1.322967222
XP_011525853.1,0.930065453,4.258789864,1.461992093,3.956381846,3.956381846
XP_011525996.1,2.557338759,3.88132831,3.528663132,4.090207054,4.090207054
XP_011526138.1,3.718900287,3.669686669,3.528663132,3.433686633,3.433686633
XP_011526323.1,0.641785096,3.412758422,1.461992093,3.393712925,3.393712925
XP_011526326.1,7.39488206,6.518981152,7.464427022,6.540539944,6.540539944
XP_011526347.1,2.620277278,2.49285276,2.402285847,2.499737026,2.499737026
XP_011526430.1,5.594675997,5.652437033,5.946025685,5.828271635,5.828271635
XP_011526432.1,8.588167614,8.351947285,8.545722958,8.416265744,8.416265744
XP_011526468.1,3.346712205,4.551320723,3.783920188,4.641335649,4.641335649
XP_011526480.1,6.779390761,7.030490543,6.419956873,7.170002219,7.170002219
XP_011526491.1,3.730569207,3.732837267,3.35057081,3.807190633,3.807190633
XP_011526654.1,6.3428297,3.673044899,6.218323012,3.700686966,3.700686966
XP_011526684.1,1.644030536,1.253640175,2.085428742,0.81718856,0.81718856
XP_011526786.1,1.768626243,3.258566346,0,2.516196931,2.516196931
XP_011526907.1,4.156919957,5.963229846,4.05989365,5.995062314,5.995062314
XP_011526985.1,2.687132253,4.010652804,1.159429323,4.148649916,4.148649916
XP_011526990.1,0.637283703,3.186611424,0,3.417128792,3.417128792
XP_011526998.1,7.406914962,7.530204429,7.168418106,7.428505518,7.428505518
XP_011526999.1,7.176490992,5.964806299,7.525751537,6.018360278,6.018360278
XP_011527019.1,2.008842566,-0.962783289,1.678803482,-1.223225709,-1.223225709
XP_011527050.1,6.892194208,7.364788824,6.814781152,7.33415096,7.33415096
XP_011527126.1,2.249046264,1.623568422,3.07271769,1.760286168,1.760286168
XP_011527179.1,2.49899099,5.634375825,1.340001568,5.65394221,5.65394221
XP_011527207.1,5.667399035,-0.835169093,4.885533924,-0.325105323,-0.325105323
XP_011527282.1,3.396173136,2.73829777,2.695482223,2.685121419,2.685121419
XP_011527351.1,4.724746545,4.347212122,4.65768019,4.594242512,4.594242512
XP_011527439.1,3.703372894,4.899791366,4.141281976,4.95366519,4.95366519
XP_011527623.1,4.859595615,3.10243437,4.533309498,3.26814155,3.26814155
XP_011527866.1,3.077737648,2.842187013,3.565421683,2.774723551,2.774723551
XP_011527890.1,0.737420375,3.97327589,0,4.027288053,4.027288053
XP_011527896.1,2.505180168,0.033041036,2.678803482,-0.234196827,-0.234196827
XP_011527964.1,3.327980148,3.695345625,2.776100683,3.660528388,3.660528388
XP_011528016.1,3.033032032,2.697985506,2.229818651,2.569219531,2.569219531
XP_011528141.1,5.176248591,4.798883229,5.28871234,4.657378195,4.657378195
XP_011528150.1,6.795262154,6.238249929,6.40101531,6.361850636,6.361850636
XP_011528188.2,6.299328942,6.479441124,6.088589082,6.385561137,6.385561137
XP_011528279.1,6.772864745,6.920001097,6.946896614,6.83004199,6.83004199
XP_011528297.1,6.481440214,6.704646198,5.627578159,6.57919274,6.57919274
XP_011528306.1,4.873058623,2.754873326,4.583455605,2.40215106,2.40215106
XP_011528773.1,2.217730724,3.552415194,3.195053233,3.342482235,3.342482235
XP_011528984.1,5.52648343,5.638762096,5.104287769,5.463911348,5.463911348
XP_011529019.1,4.28618051,0,4.355826536,0,0
XP_011529026.1,1.720497072,2.611017106,1.952978446,2.7651147,2.7651147
XP_011529161.1,5.120293281,3.780008021,5.4398908,3.492684297,3.492684297
XP_011529261.1,10.471735,10.20460222,10.59211041,10.06513792,10.06513792
XP_011529288.3,0,1.053799595,0,1.530041698,1.530041698
XP_011529449.1,1.37875069,-0.10739267,0,0.267655548,0.267655548
XP_011529584.1,3.33425123,0,3.285961729,0,0
XP_011529619.1,3.520537935,4.228069034,2.402285847,4.278309941,4.278309941
XP_011529631.1,2.737420375,4.361228121,1.381821745,4.134326295,4.134326295
XP_011529714.1,5.247385767,3.726386575,5.35057081,3.823154227,3.823154227
XP_011529720.1,5.26207916,4.191771451,4.818592766,4.413398911,4.413398911
XP_011529987.1,0.413387692,-0.28888706,0,0.546161363,0.546161363
XP_011530082.1,-0.300940099,1.290838792,1.252538727,1.771299161,1.771299161
XP_011530108.1,0.326582865,1.660580206,0,1.764425899,1.764425899
XP_011530170.1,5.003168671,5.58745193,4.732318991,5.572371242,5.572371242
XP_011530173.1,0.553760348,0,0.500466241,0,0
XP_011530195.2,-0.417857851,1.342369093,0,0.897287098,0.897287098
XP_011530264.1,1.827108263,1.155257581,1.924964069,1.197946576,1.197946576
XP_011530342.2,3.697439199,3.202036465,4.085428741,3.589972458,3.589972458
XP_011530554.1,3.014928062,3.506846767,3.183276065,3.315462939,3.315462939
XP_011530601.1,0,3.336451204,0,3.534492591,3.534492591
XP_011530693.1,2.146662853,0,1.980459182,0,0
XP_011530712.1,1.703372894,0,0,0,0
XP_011531007.1,2.466372148,1.039300026,2.791697538,1.015468525,1.015468525
XP_011531105.1,7.649419348,7.894406696,7.496902563,7.892231804,7.892231804
XP_011531236.1,3.637283704,3.497785056,3.966784245,3.405689248,3.405689248
XP_011531316.1,3.174113709,4.398019403,3.661929663,4.403700085,4.403700085
XP_011531375.1,6.266549242,4.822664454,5.951243394,4.752144624,4.752144624
XP_011531457.1,1.873776322,1.52442942,0,1.28120208,1.28120208
XP_011531678.1,0,1.99275744,0,2.011990753,2.011990753
XP_011531792.1,7.276805304,7.048831788,7.256759193,7.068189205,7.068189205
XP_011531803.1,0,2.420371605,0,1.981493624,1.981493624
XP_011531902.1,0.083539934,1.589852496,1.296932847,1.831727982,1.831727982
XP_011531934.1,4.996813659,3.970822095,5.394645785,3.903244122,3.903244122
XP_011531984.1,6.148739883,5.868423258,6.276293081,5.906369546,5.906369546
XP_011532005.1,9.544831628,10.07820318,9.492286411,9.957860649,9.957860649
XP_011532165.1,5.677299383,4.485422555,5.944282246,4.681659751,4.681659751
XP_011532244.1,6.282131406,6.88096534,6.40101531,6.791851387,6.791851387
XP_011532276.1,4.75907621,4.950901692,4.340001568,5.068468256,5.068468256
XP_011532311.1,2.9664073,3.56150364,2.852451569,3.340634993,3.340634993
XP_011532358.1,6.058507003,6.255265431,5.177351231,6.214936063,6.214936063
XP_011532360.1,2.044976353,1.372426327,2.229818651,1.128984953,1.128984953
XP_011532415.1,5.408608096,5.081737178,4.946025685,5.190017552,5.190017552
XP_011532451.1,1.541767802,2.819940389,0,2.861018985,2.861018985
XP_011532607.1,3.572743452,3.562590416,3.807127579,3.420193235,3.420193235
XP_011532633.1,6.350068612,6.817173228,6.098028778,6.924364685,6.924364685
XP_011532848.1,8.050038771,7.78885751,7.660868468,7.771856178,7.771856178
XP_011532867.1,4.319576075,2.384767677,3.206735038,3.342482235,3.342482235
XP_011532899.1,4.094254085,4.506470329,4.00742623,4.393267442,4.393267442
XP_011532971.1,1.246092946,3.244188699,1.537940946,3.375334395,3.375334395
XP_011533097.1,3.274633115,2.991682005,3.471707248,2.845471155,2.845471155
XP_011533233.1,1.373347332,2.447294248,2.159429323,2.573158095,2.573158095
XP_011533263.1,3.104889254,2.388858111,3.059893649,2.235211976,2.235211976
XP_011533301.1,0,2.585582058,0,2.306027359,2.306027359
XP_011533354.1,5.326233332,5.049800885,5.030615857,5.137388637,5.137388637
XP_011533454.1,0,2.090428517,0,1.946699293,1.946699293
XP_011533470.1,5.216222417,3.624609453,5.315933808,3.762702455,3.762702455
XP_011533481.1,6.523971018,6.94927534,6.269347015,6.928713343,6.928713343
XP_011533608.1,3.951073729,4.644760837,3.822394336,4.425867129,4.425867129
XP_011533696.1,6.666570931,6.227441043,6.972782986,6.247648812,6.247648812
XP_011533741.1,1.182634348,1.509479079,1.574466822,1.598113443,1.598113443
XP_011534258.1,2.017528294,-0.084528561,2.574466822,0.089932177,0.089932177
XP_011534286.2,3.105704106,0.466774628,3.122903447,0.787662607,0.787662607
XP_011534301.1,0.337723422,1.966723139,0,1.718222109,1.718222109
XP_011534401.1,2.418643417,2.715679467,1.007426229,2.755441421,2.755441421
XP_011534403.1,5.751416438,6.233765539,5.412410064,6.246169441,6.246169441
XP_011534479.1,0,3.588074682,0,3.546962637,3.546962637
XP_011534644.1,5.820546889,6.253584099,6.147356491,6.18545785,6.18545785
XP_011534685.1,2.902195397,4.206910047,1.252538727,3.744306238,3.744306238
XP_011534794.1,2.18108888,3.322832742,2.980459182,2.783589113,2.783589113
XP_011534817.1,3.337723421,1.193175533,3.556319476,1.154444938,1.154444938
XP_011534868.1,0,-0.026724109,0,-0.138336811,-0.138336811
XP_011534879.1,6.891190266,7.665309251,6.618860942,7.690796949,7.690796949
XP_011534892.1,1.36792366,2.566207101,1.340001568,2.417128792,2.417128792
XP_011534951.1,2.238683094,1.555329731,1.952978446,1.74500471,1.74500471
XP_011535140.1,1.807208705,2.85229454,2.837501228,2.462000915,2.462000915
XP_011535239.1,4.011018905,4.44964583,3.63624302,4.367644828,4.367644828
XP_011535262.1,2.948350806,3.951040021,3.059893649,3.650870764,3.650870764
XP_011535415.1,0,-0.009394231,0,-0.048451308,-0.048451308
XP_011535422.1,5.170613436,3.784982836,4.366280893,4.078339768,4.078339768
XP_011535490.1,3.174890395,4.693527899,3.07271769,4.48517893,4.48517893
XP_011535842.1,5.426980356,5.356954083,5.215434733,5.40723448,5.40723448
